,title,price,link
98,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg  ","52,490",https://amazon.in//Dell-Vostro-Metal-i5-1235U-35-56Cms/dp/B0BQJ7WR2R/ref=sr_1_136?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-136
99,"Lenovo LOQ Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Month Game Pass/Luna Grey/2.4Kg), 83GS008VIN  ","56,990",https://amazon.in//Lenovo-i5-12450HX-39-6cm-300Nits-83GS008VIN/dp/B0D1TL1WSB/ref=sr_1_137?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-137
100,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","34,990",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_15?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TMpuecSesXxO13ir63QBGp-EkJK7CNoj2q_kHhW2puTiu2Zi2mrRg3ZyVIKMyj7hRd8O49t0dmfMWqMHv7awpjvRTwgEGaYKEFs_Z0Qma-ceTNXZbK-IYmqKzQieKY3XujvMXIV5MnJZs_BIwv3UJ9RgBojsOqkGlVYu6b-yUG3X3fzdY8e6LYqrShZMpmLADwHaggkpOqH39femdCmgF4k.BIbh5_CU1n_X_14ZgxFCDOS2_3SHKXIgmQwwfVLTBhM&dib_tag=se&keywords=laptop&qid=1720543913&sprefix=laptop%2Caps%2C322&sr=8-15
101,"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon graphics, FPR, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0027AU  ","49,990",https://amazon.in//HP-14-inch-Graphics-Privacy-em0027AU/dp/B0C42XMXG1/ref=sr_1_138?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-138
102,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MTc4MDkyMzk3NDE2MTkwOjE3MjA1NDM5Nzc6c3BfbXRmOjMwMDEwNzYxMzY5MDkzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_139_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543977%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
103,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN  ","43,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MTc4MDkyMzk3NDE2MTkwOjE3MjA1NDM5Nzc6c3BfbXRmOjMwMDA2MjExMzgyNTAzMjo6MDo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_140_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543977%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
104,"HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Laptop (15.6 inch, Silver, 2.3 kg)  ","34,000",https://amazon.in//HP-Intel-Core-12th-1215U/dp/B0CKHWTWSZ/ref=sr_1_141?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-141
105,"Lenovo ThinkBook 15 G5 Ryzen 5 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11 Home/Fingerprint Reader/Backlit/Mineral grey/1 Year Onsite/1.7 kg), 21JF002PIN  ","37,990",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002PIN/dp/B0CQRLD5BY/ref=sr_1_142?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-142
106,"Lenovo LOQ AI Powered AMD Ryzen 7 7840HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT004HIN  ","77,990",https://amazon.in//Lenovo-Powered-7840HS-350Nits-82XT004HIN/dp/B0CR1J1ML9/ref=sr_1_143?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-143
107,"AVITA Laptop Pura S101 14"" Inch Celeron 8Gb Ram, 256Gb Ssd - Intel, Windows 11 Home  ","16,990",https://amazon.in//AVITA-Laptop-Pura-Celeron-256Gb/dp/B0CM3Y8SMB/ref=sr_1_144?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-144
108,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 Thin & Light FHD Laptop (8 GB RAM/32 GB eMMC + 32 GB MicroSD Card/13.3"" (33.8 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)  ","13,599",https://amazon.in//Refurbished-HP-Chromebook-Bluetooth-Graphics/dp/B0BXGXYF97/ref=sr_1_145?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-145
109,"Lenovo V15 Intel Core i3 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1Y Onsite + 1Y ADP/1.7 kg), 82TTA00UIH  ","31,300",https://amazon.in//Lenovo-82TTA01UIH-Laptop-i3-1215U-Warranty/dp/B0C3Y7FSFC/ref=sr_1_146?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-146
110,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor/16GB/1TB SSD/15.6"" (39.62cm) FHD Display/Backlit Keyboard/Platinum Silver/Win 11 + MSO'21/15 Month McAfee/Thin & Light- 1.66kg  ","63,499",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Keyboard/dp/B0CDBNHT9L/ref=sr_1_147?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-147
111,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16GB RAM / 512GB SSD /14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black  ","16,499",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR496TBN/ref=sr_1_3?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TMpuecSesXxO13ir63QBGp-EkJK7CNoj2q_kHhW2puTiu2Zi2mrRg3ZyVIKMyj7hRd8O49t0dmfMWqMHv7awpjvRTwgEGaYKEFs_Z0Qma-ceTNXZbK-IYmqKzQieKY3XujvMXIV5MnJZs_BIwv3UJ9RgBojsOqkGlVYu6b-yUG3X3fzdY8e6LYqrShZMpmLADwHaggkpOqH39femdCmgF4k.BIbh5_CU1n_X_14ZgxFCDOS2_3SHKXIgmQwwfVLTBhM&dib_tag=se&keywords=laptop&qid=1720543913&sprefix=laptop%2Caps%2C322&sr=8-3
112,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN  ","23,990",https://amazon.in//Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_16?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TMpuecSesXxO13ir63QBGp-EkJK7CNoj2q_kHhW2puTiu2Zi2mrRg3ZyVIKMyj7hRd8O49t0dmfMWqMHv7awpjvRTwgEGaYKEFs_Z0Qma-ceTNXZbK-IYmqKzQieKY3XujvMXIV5MnJZs_BIwv3UJ9RgBojsOqkGlVYu6b-yUG3X3fzdY8e6LYqrShZMpmLADwHaggkpOqH39femdCmgF4k.BIbh5_CU1n_X_14ZgxFCDOS2_3SHKXIgmQwwfVLTBhM&dib_tag=se&keywords=laptop&qid=1720543913&sprefix=laptop%2Caps%2C322&sr=8-16
113,"(Refurbished) Dell Latitude 5290 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.5"" (31.8 cm) HD Display/Windows 11/MS Office/WiFi/BT/Intel UHD Graphics)  ","17,898",https://amazon.in//Refurbished-Dell-Latitude-Display-Graphics/dp/B0CY5F5PP1/ref=sr_1_148?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ&dib_tag=se&keywords=laptop&qid=1720543977&sprefix=laptop%2Caps%2C322&sr=8-148
114,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4050) PHN16-72 with 40.64 cm (16"") WUXGA Display  ","1,29,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MTc4MDkyMzk3NDE2MTkwOjE3MjA1NDM5Nzc6c3BfYnRmOjMwMDE3MDIxNjE2NDUzMjo6MDo6&url=%2FAcer-Predator-Processor-Windows-PHN16-72%2Fdp%2FB0CZRV1SSD%2Fref%3Dsr_1_149_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543977%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
115,"MSI Thin 15, Intel Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, Cosmos Gray/1.86Kg), B13UC-1804IN  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MTc4MDkyMzk3NDE2MTkwOjE3MjA1NDM5Nzc6c3BfYnRmOjMwMDI0NjA4OTY2MDYzMjo6MDo6&url=%2FMSI-i7-13620H-Windows-GeForce-B13UC-1804IN%2Fdp%2FB0CV9LFHYG%2Fref%3Dsr_1_150_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.wOBIvCAiYQPqC2B6iuQiP-hKFnAkERxVVklfrsou9SkdG-qKyWKBSF7nZLMR1wexAxvL_Wv8rjOr68aq_JhW10CNgFcJvN0ga7lH4kXLz0Ahk5EV-IOuNLzVatdm2k9acHUYm9Y8iG_EqpPdAuFqowfXxtzX2wD8sEuZpbCu0hU7kvcrXNH3nj32Q1vruInjLU4KRPhtU3YxmISde1Cmc_mfjd5467dkIKWGbxQwgLA.PifHjx7bnZrzYdcjHtkoIvhcHRccrqTs8BlbaePnjmQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543977%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
116,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 128 GB SSD, 1  ","26,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NDU3NDA4OTM5MTAzMTkwOjE3MjA1NDM5ODU6c3BfYXRmX25leHQ6MjAxMjQ0NDMxNzc3OTg6OjA6Og&url=%2FRenewed-Dell-Latitude-Mobile-8th-Processor%2Fdp%2FB0BVZYFX11%2Fref%3Dsr_1_145_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543985%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
117,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BGIN  ","35,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NDU3NDA4OTM5MTAzMTkwOjE3MjA1NDM5ODU6c3BfYXRmX25leHQ6MjAxMDc0NDAwNjkxOTg6OjA6Og&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsr_1_146_sspa%3Fcrid%3D1KDYI612DEZCU%26dib%3DeyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720543985%26sprefix%3Dlaptop%252Caps%252C322%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
118,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), â€ŽFX706HF-HX018W  ","53,081",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_147?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s&dib_tag=se&keywords=laptop&qid=1720543985&sprefix=laptop%2Caps%2C322&sr=8-147
119,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/Office 21/FHD+IR Camera/Alexa/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN  ","1,07,990",https://amazon.in//Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_148?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s&dib_tag=se&keywords=laptop&qid=1720543985&sprefix=laptop%2Caps%2C322&sr=8-148
120,"(Renewed) Lenovo ThinkPad T470 intel 6th Gen Core i5 Laptop, 8 GB RAM, 256GB SSD, 14 inch (36.83 cms), Windows 11 (Upgraded), MS Office, Black  ","14,713",https://amazon.in//Renewed-Lenovo-ThinkPad-T470-Upgraded/dp/B09RFWMS47/ref=sr_1_149?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s&dib_tag=se&keywords=laptop&qid=1720543985&sprefix=laptop%2Caps%2C322&sr=8-149
121,"Lenovo IdeaPad Slim 5 AMD Ryzen 7 7730U 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD IR Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE0072IN  ","59,190",https://amazon.in//Lenovo-IdeaPad-35-5cm-Backlit-82XE0072IN/dp/B0CFF4S5H1/ref=sr_1_150?crid=1KDYI612DEZCU&dib=eyJ2IjoiMSJ9.ZW3FN2kQL2DuB6KyTgMXDSDg0PXfLUtrsIU7oUhos8qWiB_iDt3RD2GZekwfpfXarTiL8f4V-yzOVxbDaKJlMZliTpnWrWezQYSrk-xT5t2vnz-wkL2tBRmfRqWWM9DYDs1y-5MmAJ1ZhBz-T9N3Chcop1pjCu6CZ_4Oxfg_BgrYg94K-5FHlCLyVcN387MP8tjHQwcsBJjywKQgs1kT60sP8O9h69udsgz42wC05Ck.Dtuk8bIEkn1uu0e6_HwVXGDUqkWZH-tIal9vTVHWT8s&dib_tag=se&keywords=laptop&qid=1720543985&sprefix=laptop%2Caps%2C322&sr=8-150
